drift.est [0,0.05) [0.05,0.1) [0.1,0.15) [0.15,0.2) [0.2,0.25) [0.25,0.3) [0.3,0.35) [0.35,0.4) [0.4,0.45) [0.45,0.51)
PEL 0.0001 0.007029 0.012254 0.016864 0.020187 0.024984 0.024494 0.02731 0.033527 0.035545
file pos log10.pval.target.1 obs.freq.target.1 exp.freq.target.1 AIC.neutral.target.1 AIC.postadmix.target.1 AIC.insurr.source1target.1 AIC.insurr.source2target.1 AIC.insurr.source3target.1 sel.postadmix.target.1 sel.insurr.source1target.1 sel.insurr.source2target.1 sel.insurr.source3target.1
4 86876032 0.035 0.5 0.4784 178.831 180.513 180.56 180.505 180.761 0.091 0.106 0.478 1.163
4 87606016 0 0.9941 0.9913 11.303 13.124 12.962 13.137 13.234 0.486 1.188 -0.699 419430.3
4 88583717 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 88660480 0 1 0.9953 1.614 2.34 2.415 3.304 3.606 4.7 26843545.5 13421772.7 419430.3
4 88704081 0.892 0.9941 0.9983 7.834 8.751 9.826 9.833 7.287 -0.717 2.525 0.001 -0.916
4 89605415 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 90243330 0.949 0.5647 0.8152 230.279 175.804 172.248 207.151 229.218 -0.707 -0.772 -0.977 -1.084
4 90318788 7.356 0.7765 0.9915 316.496 134.812 134.843 168.638 287.381 -0.97 -0.975 -0.999 -1
4 90372775 0.046 0.9412 0.9047 65.127 64.124 64.18 64.103 67.112 0.687 1.442 838860.7 -0.3
4 90441722 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 90752466 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 91684694 0 1 0.997 1.023 2.34 2.961 3 2.34 38.3 6710886.3 1677721.5 153.5
4 92110123 0.786 0.5588 0.7903 225.718 181.967 182.072 191.445 227.691 -0.664 -0.742 -1.042 0.638
4 92319202 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 92377296 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 92605133 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 92663753 0.357 0.9824 0.991 29.072 29.948 28.125 30.319 31.064 -0.497 -0.932 -0.49 26214.3
4 93809516 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 94138791 0.096 0.8824 0.8193 103.216 100.115 99.93 104.568 105.101 0.658 0.764 419430.3 104857.5
4 94221711 0 0.9941 0.9923 5.508 7.433 7.334 7.27 7.508 0.288 1677721.5 1677721.5 -0.027
4 94254425 0 0.9294 0.9216 69.15 70.999 70.002 71.001 71.132 0.123 1.063 -0.234 -0.3
4 94480583 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 94825463 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 95420619 0.597 0.8353 0.6361 147.137 115.844 117.258 129.302 145.663 1.928 4.378 13421772.7 13421772.7
4 95809672 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 96750373 0.702 0.3118 0.1485 183.882 156.955 159.697 162.232 181.671 1.609 2.405 36.9 3355443.1
4 97037049 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
4 97256382 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 97868455 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 98068712 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 98227375 0.049 0.5647 0.5295 161.592 162.744 162.558 163.346 163.547 0.153 0.217 0.416 -0.434
4 98310032 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
4 98423980 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
4 98723452 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 99087454 0.971 0.7588 0.9365 196.705 143.464 142.901 163.073 188.55 -0.787 -0.834 -0.978 -1.089
4 99312685 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
4 99643178 1.172 0.7118 0.9291 226.681 155.617 154.688 172.434 223.782 -0.812 -0.868 -0.993 -1.012
4 99820067 0.554 0.9941 0.9972 11.559 13.112 12.98 12.998 13.213 -0.532 -0.814 -0.946 -0.652
4 99935821 0 1 0.9981 0.642 2.34 2.587 2.62 2.34 19.1 6710886.3 3355443.1 76.7
4 100001513 0.72 1 0.9808 6.608 2.34 2.34 8.541 8.6 25.5 25.5 838860.7 104857.5
4 101025854 0.979 1 0.977 7.931 2.34 2.34 9.863 9.923 38.3 38.3 838860.7 104857.5
4 101078246 0 1 0.9956 1.514 2.34 3.276 2.34 3.507 12.7 13421772.7 19.1 419430.3
4 101996038 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 102000756 0 1 0.9979 0.711 2.34 2.654 2.688 2.34 25.5 6710886.3 3355443.1 76.7
4 102014848 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 102206400 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
4 102888298 0 0.9529 0.9274 53.176 53.307 53.375 55.128 55.145 0.586 0.586 104857.5 52428.7
4 103186782 0.165 0.5118 0.4311 178.416 175.933 174.926 180.154 178.291 0.386 0.58 0.556 1677721.5
4 103297641 0.369 0.9765 0.9874 30.723 31.419 32.685 31.19 32.721 -0.472 104857.5 -0.534 6553.5
4 103476271 0.558 0.9882 0.9959 22.829 23.204 21.363 22.167 24.312 -0.656 -0.925 -0.837 1677721.5
4 103812179 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 104157164 0 0.6765 0.6645 167.735 169.626 169.51 169.687 169.647 0.055 0.104 -0.131 52428.7
4 104524675 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
4 104953809 0.812 0.9882 0.9974 22.017 21.105 20.878 21.194 24.009 -0.779 -0.923 -0.84 26214.3
4 106570381 0.713 0.9941 0.9978 8.598 9.868 10.598 10.596 9.141 -0.633 0.001 26214.3 -0.836
4 106637187 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 106730584 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 106822514 0.468 1 0.9846 5.291 2.34 2.34 7.224 7.283 19.1 19.1 1677721.5 104857.5
4 106857121 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
4 106903708 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 108163493 0.683 0.9765 0.9501 33.261 32.184 30.11 35.026 33.985 1.181 2.619 838860.7 -0.816
4 108172350 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
4 108818757 0 0.0235 0.0578 34.031 31.312 26.941 34.397 36.013 -0.61 -1.109 -1.411 -0.213
4 108981490 1.243 1 0.9731 9.259 2.34 2.34 11.191 11.251 38.3 38.3 838860.7 104857.5
4 109074863 1.428 0.9882 0.999 25.195 27.195 27.195 27.195 27.195 0.1 0.1 0.1 0.3
4 109193333 0.228 0.8765 0.9052 98.76 99.23 98.767 99.779 100.76 -0.261 -0.512 -0.383 0
4 110149872 0 1 0.9981 0.642 2.34 2.587 2.62 2.34 19.1 6710886.3 3355443.1 76.7
4 110949095 0.03 0.8882 0.8504 95.593 95.511 95.039 96.663 97.081 0.402 1.022 0.825 419430.3
4 111194045 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 111272444 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 111385256 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
4 111531727 0 1 0.9967 1.127 2.34 2.91 2.551 2.886 19.1 13421772.7 13421772.7 26843545.5
4 111783779 0.101 0.2235 0.2076 138.657 140.399 140.632 139.329 138.396 0.099 -0.044 0.963 1677721.5
4 112027061 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 112041696 0 1 0.9975 0.851 2.34 2.673 2.585 2.576 19.1 13421772.7 13421772.7 26843545.5
4 112535528 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 113258634 0.038 0.1 0.1516 90.336 88.39 88.653 88.809 91.823 -0.38 -0.57 -0.844 -0.923
4 113352236 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 113918459 0.782 0.7588 0.478 196.115 141.988 141.427 179.845 194.808 2.452 3.791 13421772.7 3355443.1
4 114117996 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 114664083 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 115230127 0 1 0.9974 0.893 2.34 2.677 2.34 2.886 6.3 26843545.5 9.5 838860.7
4 115613201 0 1 0.9982 0.608 2.34 2.554 2.585 2.34 19.1 6710886.3 3355443.1 51.1
4 115855372 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 115943583 0 1 0.9979 0.711 2.34 2.654 2.688 2.34 25.5 6710886.3 3355443.1 76.7
4 116748288 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 117054857 0.275 0.9941 0.9956 11.252 13.18 13.039 13.203 13.245 -0.246 -0.748 -0.255 52428.7
4 117403495 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 117414273 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 117432347 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 118084978 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 118103626 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 118790690 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 119867058 0 0.8824 0.8704 96.476 98.254 97.972 98.163 98.457 0.117 0.227 -0.419 -0.628
4 120253582 0 0.6353 0.6285 170.055 172.021 172.049 171.737 172.042 0.03 0.016 0.544 -0.247
4 120336172 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
4 120375582 0 0.9765 0.9481 36.109 34.644 35.338 37.586 36.847 1.273 1.245 1677721.5 3355443.1
4 120972254 0 1 0.9974 0.893 2.34 2.677 2.34 2.886 6.3 26843545.5 9.5 838860.7
4 121865340 0.399 0.9765 0.8779 54.712 34.542 32.648 50.998 56.71 4.775 112.7 13421772.7 0.131
4 122301890 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 122655563 0.264 0.1353 0.2563 123.72 110.673 103.749 120.955 122.273 -0.548 -0.963 -0.756 -2.127
4 123109981 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 123795200 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 124480048 0.098 0.3882 0.3516 172.054 173.067 172.04 173.768 173.582 0.17 0.318 -0.347 -0.972
4 124491588 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 124497756 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 124643588 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
4 124899795 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 125127190 1.086 0.9941 0.9987 9.283 9.793 11.283 11.056 7.287 -0.784 0 -0.926 -0.965
4 125396236 0 1 0.9976 0.815 2.34 2.756 2.792 2.34 25.5 6710886.3 3355443.1 102.3
4 125644876 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 125877331 0.845 0.7294 0.4389 210.273 153.301 155.138 185.488 208.855 2.452 3.706 13421772.7 3355443.1
4 126750160 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 127196234 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 128140940 0.879 0.9941 0.9983 11.475 12.423 12.892 12.048 13.468 -0.71 -0.814 -0.838 52428.7
4 128241523 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 128915607 1.785 1 0.9655 11.931 2.34 2.34 13.863 13.923 51.1 51.1 419430.3 52428.7
4 128939194 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 128967053 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 129290446 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 129907267 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 130622067 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 131000694 2.816 0.8882 0.9958 218.117 125.568 100.054 145.779 206.093 -0.973 -0.994 -0.994 -1.024
4 131027888 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 131269173 0.203 0.0588 0.136 71.315 62.601 62.951 64.914 64.488 -0.606 -1.034 -0.922 -43.086
4 131988885 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 132103927 0.548 0.8353 0.6563 143.421 117.806 112.861 136.596 140.918 1.684 6.75 6.338 13421772.7
4 132433842 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 132535343 1.116 0.8706 0.5563 181.518 104.416 105.781 170.447 182.134 4.444 6.466 6710886.3 838860.7
4 132561971 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 132644017 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 133051727 0.935 0.9941 0.9984 8.095 8.925 10.092 10.095 7.287 -0.733 0.566 0.001 -0.929
4 133082143 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
4 133177907 0.318 0.9 0.9339 96.389 95.566 91.938 97.075 98.295 -0.37 -0.791 -0.407 2.5
4 133558661 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 134522160 0.516 0.9882 0.9956 19.688 20.269 20.936 20.165 19.776 -0.626 -0.879 -0.686 -0.997
4 134627541 0.262 0.0118 0.0072 9.923 11.49 11.817 11.7 11.119 0.68 -6.623 -37.934 2.313
4 135472286 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 135516599 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
4 135617860 0.545 0.9882 0.9958 23.406 23.827 21.217 24.277 25.355 -0.652 -0.925 -0.883 -0.361
4 136673670 0.551 0.7529 0.878 162.643 144.196 143.735 147.741 164.314 -0.586 -0.768 -0.934 -0.713
4 136947781 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 137106976 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 137355490 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 137484381 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 137677936 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 137841791 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 138017772 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 138207793 0.337 0.9882 0.9938 19.181 20.513 20.766 20.518 20.391 -0.475 -0.853 -0.56 -0.895
4 138713961 0 1 0.9953 1.614 2.34 2.415 3.304 3.606 4.7 26843545.5 13421772.7 419430.3
4 138778348 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 139462208 0.981 0.9941 0.9985 11.15 11.882 12.762 12.04 10.939 -0.75 -0.79 -0.957 -0.928
4 139608671 1.107 0.2 0.5465 224.619 139.091 138.819 184.157 216.681 -0.798 -0.856 -3.107 -1.669
4 139685084 0 1 0.9979 0.711 2.34 2.654 2.688 2.34 25.5 6710886.3 3355443.1 76.7
4 140824592 0.046 1 0.9915 2.929 2.34 4.682 3.104 4.129 76.7 6710886.3 26843545.5 26843545.5
4 140841831 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 140931295 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 141494768 0.009 0.9765 0.9774 27.703 29.697 29.619 29.684 29.702 -0.041 209715.1 -0.077 3276.7
4 142217145 0.879 0.9941 0.9983 11.975 12.923 12.834 12.97 13.968 -0.71 -0.846 -0.822 52428.7
4 142755354 0.13 0.9824 0.9863 26.07 27.89 27.952 27.919 27.354 -0.227 -0.807 -0.237 -0.956
4 143093377 0.139 0.9471 0.9551 57.173 58.93 59.153 58.434 58.524 -0.159 0.1 -0.457 -0.738
4 143671111 0.193 0.9 0.8138 95.318 87.616 86.231 91.505 97.1 1.064 3.675 18.2 15.9
4 143692856 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 144890649 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 145329968 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 145522362 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 146042339 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 147652841 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 147959655 0.45 0.9529 0.9704 45.767 46.167 47.465 47.385 44.308 -0.395 8.887 -0.436 -1.219
4 148236959 0.228 1 0.9884 3.978 2.34 2.34 5.912 5.971 19.1 19.1 1677721.5 209715.1
4 148269884 0.72 1 0.9808 6.608 2.34 2.34 8.541 8.6 25.5 25.5 838860.7 104857.5
4 148520500 0 1 0.9968 1.093 2.34 2.914 2.827 2.576 38.3 13421772.7 6710886.3 53687091.1
4 148909504 0 1 0.998 0.679 2.34 2.503 2.416 2.576 6.3 13421772.7 6710886.3 13421772.7
4 149083254 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 149257589 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 149516267 0 1 0.9956 1.514 2.34 3.276 2.34 3.507 12.7 13421772.7 19.1 419430.3
4 149573988 0.082 0.9529 0.8932 60.072 54.191 54.321 57.667 61.958 1.427 5.438 7.8 209715.1
4 149821596 0.593 0.9941 0.9974 10.329 11.819 12.329 11.542 12.321 -0.555 0 -0.683 52428.7
4 150325070 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 150440715 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 151151691 0 1 0.9983 0.573 2.34 2.522 2.551 2.34 12.7 6710886.3 3355443.1 51.1
4 151174364 1.047 0.9882 0.9982 19.477 17.283 20.551 19.021 15.369 -0.852 -0.888 -0.979 -0.963
4 151178549 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 151968293 0 1 0.9937 2.136 2.34 3.89 2.34 4.129 19.1 13421772.7 38.3 419430.3
4 153749105 0 1 0.9963 1.267 2.34 3.088 3 2.576 38.3 6710886.3 6710886.3 53687091.1
4 153943571 0.131 0.7059 0.743 157.774 158.577 158.862 158.221 158.225 -0.171 -0.174 -0.687 -0.978
4 154199771 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 154444076 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 154905319 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 155023222 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 155118878 0 1 0.996 1.372 2.34 3.193 3.104 2.576 51.1 6710886.3 6710886.3 53687091.1
4 155408604 0 0.0529 0.0645 57.456 59.047 59.453 58.475 58.965 -0.194 0.775 -0.398 3.575
4 155480715 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 156028926 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
4 156793152 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 156917411 0 0.0176 0.0178 23.286 25.285 25.051 25.15 24.883 -0.008 -4.977 -0.3 1.731
4 157364141 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 157427950 0.483 0.9824 0.9013 44.742 28.285 26.996 44.103 45.24 5.103 262.3 6710886.3 3355443.1
4 157433317 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 157516275 0.006 0.5882 0.5734 175.842 177.687 177.802 176.544 177.491 0.063 0.04 1.234 -0.78
4 157653832 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 158133441 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 158617191 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 158894094 0.393 0.9765 0.9579 33.831 34.099 33.562 35.621 35.484 0.831 2.253 15.1 3.525
4 159028994 0 1 0.9982 0.608 2.34 2.554 2.585 2.34 19.1 6710886.3 3355443.1 51.1
4 159961050 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 160188340 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 160395295 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 160644527 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
4 160828500 0.197 0.1235 0.0997 103.853 104.842 105.273 105.561 102.468 0.274 0.31 0.475 3355443.1
4 160916830 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 161330050 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 161517137 0.286 0.6353 0.4957 181.916 170.402 170.304 177.599 179.378 0.78 1.175 4.525 6710886.3
4 161816035 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 161856591 0.168 0.5118 0.5916 182.148 179.731 180.388 181.303 177.671 -0.277 -0.313 -0.68 -1.598
4 162094020 0 1 0.9965 1.203 2.34 2.973 2.34 3.196 9.5 13421772.7 19.1 419430.3
4 162454154 0 1 0.9983 0.573 2.34 2.522 2.551 2.34 12.7 6710886.3 3355443.1 51.1
4 162517690 0.535 0.1235 0.2994 130.3 102.712 105.775 111.539 123.857 -0.67 -0.778 -1.25 -3.747
4 162556192 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 162654593 6.518 0.8353 0.9718 179.858 125.933 126.069 143.068 173.81 -0.853 -0.881 -0.984 -1.012
4 163237513 0 0.9941 0.9933 7.702 9.686 9.559 9.52 9.695 0.13 838860.7 209715.1 -0.109
4 163472965 1.124 0.2824 0.6013 217.618 148.719 153.11 166.618 213.198 -0.739 -0.811 -1.248 -1.448
4 164277604 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
4 164334742 0.158 0.9941 0.9945 11.223 13.219 13.144 13.22 13.154 -0.061 -0.657 -0.07 419430.3
4 164659274 0.468 1 0.9846 5.291 2.34 2.34 7.224 7.283 19.1 19.1 1677721.5 104857.5
4 164949862 0 1 0.998 0.677 2.34 2.62 2.654 2.34 19.1 6710886.3 3355443.1 76.7
4 165049188 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 165072943 0 0.9412 0.9283 61.876 63.418 62.996 63.56 63.535 0.241 838860.7 0.306 419430.3
4 165121536 0 1 0.9981 0.642 2.34 2.587 2.62 2.34 19.1 6710886.3 3355443.1 76.7
4 165142612 0.588 0.5941 0.7723 202.835 178 173.907 195.598 204.121 -0.569 -0.658 -0.883 419430.3
4 165401434 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 166763498 0 1 0.9972 0.954 2.34 2.893 2.931 2.34 38.3 6710886.3 1677721.5 153.5
4 166784417 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
4 166946428 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
4 167180023 0.185 0.9882 0.9311 32.094 21.134 19.876 32.623 33.428 5.225 154.7 3355443.1 1677721.5
4 168346832 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
4 168721153 0.579 0.6882 0.8462 179.707 154.696 154.737 161.385 181.39 -0.605 -0.747 -1.01 -0.744
4 169479526 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
4 169568496 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
4 169821360 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
4 170009620 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
4 170701939 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
4 170783043 1.037 0.6941 0.3889 229.989 166.987 167.677 202.364 229.659 2.583 4.013 13421772.7 1677721.5
4 170874957 1.145 0.9941 0.9988 11.971 12.352 13.03 12.145 10.939 -0.801 -0.838 -0.962 -0.972
